obsplantdate;obsplantlib;obsplantval;varcyclecode
11/04/2005;htvds;180.063;BCSU-0-0-PLU-RB72454
11/04/2005;nblts;20.625;BCSU-0-0-PLU-RB72454
11/04/2005;nblvs;8.5;BCSU-0-0-PLU-RB72454
11/04/2005;nbtv;7.143;BCSU-0-0-PLU-RB72454
31/05/2005;htvds;236.438;BCSU-0-0-PLU-RB72454
31/05/2005;lai;4.922;BCSU-0-0-PLU-RB72454
20/01/2009;mftu;118.23333;DSLM-0-0-AAA-R579
31/05/2005;mslv;5.30588;BCSU-0-0-PLU-RB72454
31/05/2005;mstu;32.03821;BCSU-0-0-PLU-RB72454
31/05/2005;nblts;24.626;BCSU-0-0-PLU-RB72454
31/05/2005;nblvs;5.938;BCSU-0-0-PLU-RB72454
31/05/2005;nbtigv;6.429;BCSU-0-0-PLU-RB72454
31/05/2005;nbtv;6.429;BCSU-0-0-PLU-RB72454
27/07/2005;htvds;261.438;BCSU-0-0-PLU-RB72454
27/07/2005;mslv;5.71658;BCSU-0-0-PLU-RB72454
27/07/2005;mstu;35.97846;BCSU-0-0-PLU-RB72454
27/07/2005;nblts;29.125;BCSU-0-0-PLU-RB72454
27/07/2005;nblvs;7.25;BCSU-0-0-PLU-RB72454
27/07/2005;nbtigv;6.25;BCSU-0-0-PLU-RB72454
27/07/2005;nbtv;6.25;BCSU-0-0-PLU-RB72454
27/09/2005;htvds;275.5;BCSU-0-0-PLU-RB72454
27/09/2005;lai;3.559;BCSU-0-0-PLU-RB72454
27/09/2005;mftu;145.694;BCSU-0-0-PLU-RB72454
24/03/2009;mftu;146.05556;DSLM-0-0-AAA-R579
27/09/2005;mslv;5.63043;BCSU-0-0-PLU-RB72454
27/09/2005;mstu;38.11132;BCSU-0-0-PLU-RB72454
27/09/2005;nblts;34.621;BCSU-0-0-PLU-RB72454
27/09/2005;nblvs;8.188;BCSU-0-0-PLU-RB72454
27/09/2005;nbtigv;6.369;BCSU-0-0-PLU-RB72454
27/09/2005;nbtv;6.369;BCSU-0-0-PLU-RB72454
10/12/2004;htvds;7.656;BCSU-0-0-PLU-SP832847
10/12/2004;lai;0.031;BCSU-0-0-PLU-SP832847
10/12/2004;mftu;0;BCSU-0-0-PLU-SP832847
27/05/2009;mftu;188.71111;DSLM-0-0-AAA-R579
10/12/2004;mslv;0.04538;BCSU-0-0-PLU-SP832847
10/12/2004;mstu;0;BCSU-0-0-PLU-SP832847
10/12/2004;nbtigv;3.036;BCSU-0-0-PLU-SP832847
10/12/2004;nbtv;3.036;BCSU-0-0-PLU-SP832847
05/01/2005;htvds;23.563;BCSU-0-0-PLU-SP832847
05/01/2005;nblts;7.688;BCSU-0-0-PLU-SP832847
05/01/2005;nblvs;6.375;BCSU-0-0-PLU-SP832847
05/01/2005;nbtv;4.881;BCSU-0-0-PLU-SP832847
24/01/2005;htvds;43.125;BCSU-0-0-PLU-SP832847
24/01/2005;nblts;10.876;BCSU-0-0-PLU-SP832847
24/01/2005;nblvs;6.438;BCSU-0-0-PLU-SP832847
24/01/2005;nbtv;5.952;BCSU-0-0-PLU-SP832847
15/02/2005;htvds;66;BCSU-0-0-PLU-SP832847
27/07/2009;mftu;202.08889;DSLM-0-0-AAA-R579
15/02/2005;mslv;1.68861;BCSU-0-0-PLU-SP832847
15/02/2005;mstu;3.66322;BCSU-0-0-PLU-SP832847
15/02/2005;nblts;13.563;BCSU-0-0-PLU-SP832847
15/02/2005;nblvs;6.25;BCSU-0-0-PLU-SP832847
15/02/2005;nbtigv;6.25;BCSU-0-0-PLU-SP832847
15/02/2005;nbtv;6.25;BCSU-0-0-PLU-SP832847
07/03/2005;htvds;93.5;BCSU-0-0-PLU-SP832847
07/03/2005;lai;2.275;BCSU-0-0-PLU-SP832847
07/03/2005;mftu;29.72;BCSU-0-0-PLU-SP832847
13/11/2008;mftu;52.97778;DSLM-0-0-AAA-R585
07/03/2005;mslv;2.4623;BCSU-0-0-PLU-SP832847
07/03/2005;mstu;8.40452;BCSU-0-0-PLU-SP832847
07/03/2005;nblts;16.875;BCSU-0-0-PLU-SP832847
07/03/2005;nblvs;7.875;BCSU-0-0-PLU-SP832847
07/03/2005;nbtigv;6.905;BCSU-0-0-PLU-SP832847
07/03/2005;nbtv;6.905;BCSU-0-0-PLU-SP832847
11/04/2005;htvds;153.875;BCSU-0-0-PLU-SP832847
11/04/2005;nblts;21.501;BCSU-0-0-PLU-SP832847
11/04/2005;nblvs;9.313;BCSU-0-0-PLU-SP832847
11/04/2005;nbtv;7.321;BCSU-0-0-PLU-SP832847
31/05/2005;htvds;204.938;BCSU-0-0-PLU-SP832847
31/05/2005;lai;4.96;BCSU-0-0-PLU-SP832847
20/01/2009;mftu;149.71111;DSLM-0-0-AAA-R585
31/05/2005;mslv;5.24333;BCSU-0-0-PLU-SP832847
31/05/2005;mstu;26.15998;BCSU-0-0-PLU-SP832847
31/05/2005;nblts;25.438;BCSU-0-0-PLU-SP832847
31/05/2005;nblvs;6;BCSU-0-0-PLU-SP832847
31/05/2005;nbtigv;6.31;BCSU-0-0-PLU-SP832847
31/05/2005;nbtv;6.31;BCSU-0-0-PLU-SP832847
27/07/2005;htvds;236;BCSU-0-0-PLU-SP832847
24/03/2009;mftu;179.67778;DSLM-0-0-AAA-R585
27/07/2005;mslv;6.03806;BCSU-0-0-PLU-SP832847
27/07/2005;mstu;31.18962;BCSU-0-0-PLU-SP832847
27/07/2005;nblts;29.5;BCSU-0-0-PLU-SP832847
27/07/2005;nblvs;7.25;BCSU-0-0-PLU-SP832847
27/07/2005;nbtigv;6.19;BCSU-0-0-PLU-SP832847
27/07/2005;nbtv;6.19;BCSU-0-0-PLU-SP832847
27/09/2005;htvds;270;BCSU-0-0-PLU-SP832847
27/09/2005;lai;4.738;BCSU-0-0-PLU-SP832847
27/09/2005;mftu;140.903;BCSU-0-0-PLU-SP832847
27/05/2009;mftu;196.38889;DSLM-0-0-AAA-R585
27/09/2005;mslv;7.04881;BCSU-0-0-PLU-SP832847
27/09/2005;mstu;38.55587;BCSU-0-0-PLU-SP832847
27/09/2005;nblts;34.688;BCSU-0-0-PLU-SP832847
27/09/2005;nblvs;7.938;BCSU-0-0-PLU-SP832847
27/09/2005;nbtigv;7.917;BCSU-0-0-PLU-SP832847
27/09/2005;nbtv;7.917;BCSU-0-0-PLU-SP832847
23/11/1998;lai;0.21;BXAA-2-0-AAA-R570
27/07/2009;mftu;240.93778;DSLM-0-0-AAA-R585
23/11/1998;nbtigv;8.188889;BXAA-2-0-AAA-R570
23/11/1998;nbtm;0;BXAA-2-0-AAA-R570
23/11/1998;nbtv;8.188889;BXAA-2-0-AAA-R570
23/11/1998;nttrec;8.188889;BXAA-2-0-AAA-R570
22/12/1998;lai;0.81;BXAA-2-0-AAA-R570
22/12/1998;nbtigv;17.57778;BXAA-2-0-AAA-R570
22/12/1998;nbtm;0;BXAA-2-0-AAA-R570
22/12/1998;nbtv;17.57778;BXAA-2-0-AAA-R570
22/12/1998;nttrec;17.57778;BXAA-2-0-AAA-R570
02/02/1999;lai;3.1;BXAA-2-0-AAA-R570
15/02/2010;mftu;59.25556;DSLM-1-0-AAA-R570
02/02/1999;nbtigv;21.17778;BXAA-2-0-AAA-R570
02/02/1999;nbtm;0;BXAA-2-0-AAA-R570
02/02/1999;nbtv;21.17778;BXAA-2-0-AAA-R570
02/02/1999;nttrec;21.17778;BXAA-2-0-AAA-R570
22/03/1999;brixjt;8.51;BXAA-2-0-AAA-R570
21/03/2010;mftu;100.15556;DSLM-1-0-AAA-R570
22/03/1999;htvde;126;BXAA-2-0-AAA-R570
22/03/1999;htvds;126;BXAA-2-0-AAA-R570
22/03/1999;lai;4.15106;BXAA-2-0-AAA-R570
22/03/1999;mftu;25.01079;BXAA-2-0-AAA-R570
17/05/2010;mftu;135.64444;DSLM-1-0-AAA-R570
22/03/1999;msasen;2.72;BXAA-2-0-AAA-R570
22/03/1999;mslt;5.916;BXAA-2-0-AAA-R570
22/03/1999;mslv;4.290641;BXAA-2-0-AAA-R570
22/03/1999;mstu;4.095186;BXAA-2-0-AAA-R570
22/03/1999;nblts;21.8;BXAA-2-0-AAA-R570
22/03/1999;nblvs;11.55556;BXAA-2-0-AAA-R570
22/03/1999;nbtigv;11.55556;BXAA-2-0-AAA-R570
22/03/1999;nbtm;10.24444;BXAA-2-0-AAA-R570
22/03/1999;nbtv;11.55556;BXAA-2-0-AAA-R570
22/03/1999;nttrec;21.8;BXAA-2-0-AAA-R570
22/03/1999;poljc;3.505;BXAA-2-0-AAA-R570
22/03/1999;purjt;41.19;BXAA-2-0-AAA-R570
22/03/1999;sucrt;2.99264;BXAA-2-0-AAA-R570
05/05/1999;brixjt;13.14;BXAA-2-0-AAA-R570
12/07/2010;mftu;111.02222;DSLM-1-0-AAA-R570
05/05/1999;htvde;178;BXAA-2-0-AAA-R570
05/05/1999;htvds;178;BXAA-2-0-AAA-R570
05/05/1999;lai;5.062586;BXAA-2-0-AAA-R570
05/05/1999;mftu;56.70382;BXAA-2-0-AAA-R570
05/05/1999;msasen;5.76;BXAA-2-0-AAA-R570
05/05/1999;mslt;8.829;BXAA-2-0-AAA-R570
05/05/1999;mslv;5.470891;BXAA-2-0-AAA-R570
05/05/1999;mstu;12.82962;BXAA-2-0-AAA-R570
05/05/1999;nblts;21.65556;BXAA-2-0-AAA-R570
05/05/1999;nblvs;8.344444;BXAA-2-0-AAA-R570
05/05/1999;nbtigv;8.344444;BXAA-2-0-AAA-R570
05/05/1999;nbtm;13.31111;BXAA-2-0-AAA-R570
05/05/1999;nbtv;8.344444;BXAA-2-0-AAA-R570
05/05/1999;nttrec;21.65556;BXAA-2-0-AAA-R570
05/05/1999;poljc;9.739;BXAA-2-0-AAA-R570
05/05/1999;purjt;74.12;BXAA-2-0-AAA-R570
05/05/1999;sucrt;8.1872;BXAA-2-0-AAA-R570
20/07/1999;brixjt;17.32;BXAA-2-0-AAA-R570
20/07/1999;htvde;219;BXAA-2-0-AAA-R570
20/07/1999;htvds;219;BXAA-2-0-AAA-R570
20/07/1999;lai;5.639;BXAA-2-0-AAA-R570
20/07/1999;mftu;76.51;BXAA-2-0-AAA-R570
20/07/1999;msasen;8.14;BXAA-2-0-AAA-R570
20/07/1999;mslt;10.845;BXAA-2-0-AAA-R570
20/07/1999;mslv;6.2054;BXAA-2-0-AAA-R570
20/07/1999;mstu;20.4927;BXAA-2-0-AAA-R570
20/07/1999;nblts;21.63333;BXAA-2-0-AAA-R570
20/07/1999;nblvs;7.344444;BXAA-2-0-AAA-R570
20/07/1999;nbtigv;7.34;BXAA-2-0-AAA-R570
20/07/1999;nbtm;14.29;BXAA-2-0-AAA-R570
20/07/1999;nbtv;7.34;BXAA-2-0-AAA-R570
20/07/1999;nttrec;21.63;BXAA-2-0-AAA-R570
20/07/1999;poljc;15.576;BXAA-2-0-AAA-R570
20/07/1999;purjt;89.93;BXAA-2-0-AAA-R570
20/07/1999;sucrt;12.9472;BXAA-2-0-AAA-R570
05/10/1999;brixjt;17.9;BXAA-2-0-AAA-R570
05/10/1999;mftu;88.9;BXAA-2-0-AAA-R570
05/10/1999;mstu;23.5165;BXAA-2-0-AAA-R570
05/10/1999;poljc;16.232;BXAA-2-0-AAA-R570
05/10/1999;purjt;90.68;BXAA-2-0-AAA-R570
05/10/1999;sucrt;13.3168;BXAA-2-0-AAA-R570
06/04/2000;htvds;141.6563;BXAA-3-0-AAA-R570
25/04/2000;htvds;158.8438;BXAA-3-0-AAA-R570
09/05/2000;htvds;172.1875;BXAA-3-0-AAA-R570
23/05/2000;htvds;182.4688;BXAA-3-0-AAA-R570
06/06/2000;htvds;191.7813;BXAA-3-0-AAA-R570
22/06/2000;htvds;196.8125;BXAA-3-0-AAA-R570
06/04/2000;htvds;140.9667;BXAA-3-0-BAA-R570
25/04/2000;htvds;160.0667;BXAA-3-0-BAA-R570
09/05/2000;htvds;174.9333;BXAA-3-0-BAA-R570
23/05/2000;htvds;185.0667;BXAA-3-0-BAA-R570
06/06/2000;htvds;195.9333;BXAA-3-0-BAA-R570
02/02/1999;msa;6.31;BXAA-2-0-AAA-R570
22/03/1999;msa;15.63625;BXAA-2-0-AAA-R570
05/05/1999;msa;28.30865;BXAA-2-0-AAA-R570
22/06/2000;htvds;200.9;BXAA-3-0-BAA-R570
06/04/2000;htvds;147;BXAA-3-0-CAA-R570
25/04/2000;htvds;165.6129;BXAA-3-0-CAA-R570
09/05/2000;htvds;179.9677;BXAA-3-0-CAA-R570
23/05/2000;htvds;189.5484;BXAA-3-0-CAA-R570
06/06/2000;htvds;198.6129;BXAA-3-0-CAA-R570
22/06/2000;htvds;203.2581;BXAA-3-0-CAA-R570
13/03/2002;htvds;108.1;CCYC-1-0-D1A-R570
23/05/2002;htvds;165.6;CCYC-1-0-D1A-R570
15/07/2002;htvds;180.1;CCYC-1-0-D1A-R570
23/10/2002;htvds;205;CCYC-1-0-D1A-R570
13/03/2002;htvds;53.6;CCYC-1-0-D2A-R570
23/05/2002;htvds;111;CCYC-1-0-D2A-R570
15/07/2002;htvds;127.6;CCYC-1-0-D2A-R570
23/10/2002;htvds;150.6;CCYC-1-0-D2A-R570
25/02/2004;htvds;85.517;CCYC-2-0-D1A-R570
25/02/2004;nblts;14;CCYC-2-0-D1A-R570
25/02/2004;nblvs;8.828;CCYC-2-0-D1A-R570
01/03/2004;brixjt;9.244;CCYC-2-0-D1A-R570
01/03/2004;sucrt;4.152;CCYC-2-0-D1A-R570
24/03/2004;brixjt;9.569;CCYC-2-0-D1A-R570
24/03/2004;htvds;119.931;CCYC-2-0-D1A-R570
24/03/2004;nblts;16.448;CCYC-2-0-D1A-R570
24/03/2004;nblvs;8.862;CCYC-2-0-D1A-R570
24/03/2004;sucrt;4.406;CCYC-2-0-D1A-R570
19/04/2004;brixjt;12.418;CCYC-2-0-D1A-R570
19/04/2004;htvds;152.586;CCYC-2-0-D1A-R570
19/04/2004;nblts;19.586;CCYC-2-0-D1A-R570
19/04/2004;nblvs;9.897;CCYC-2-0-D1A-R570
19/04/2004;sucrt;6.633;CCYC-2-0-D1A-R570
01/06/2004;brixjt;14.836;CCYC-2-0-D1A-R570
01/06/2004;htvds;188.069;CCYC-2-0-D1A-R570
01/06/2004;nblts;22.276;CCYC-2-0-D1A-R570
01/06/2004;nblvs;9.552;CCYC-2-0-D1A-R570
01/06/2004;sucrt;8.523;CCYC-2-0-D1A-R570
25/07/2004;brixjt;17.766;CCYC-2-0-D1A-R570
25/07/2004;htvds;204.655;CCYC-2-0-D1A-R570
25/07/2004;nblts;24;CCYC-2-0-D1A-R570
25/07/2004;nblvs;8.483;CCYC-2-0-D1A-R570
25/07/2004;sucrt;10.813;CCYC-2-0-D1A-R570
08/09/2004;brixjt;19.064;CCYC-2-0-D1A-R570
08/09/2004;htvds;216.828;CCYC-2-0-D1A-R570
08/09/2004;nblts;25.759;CCYC-2-0-D1A-R570
08/09/2004;nblvs;8.931;CCYC-2-0-D1A-R570
08/09/2004;sucrt;11.828;CCYC-2-0-D1A-R570
02/11/2004;brixjt;19.392;CCYC-2-0-D1A-R570
02/11/2004;htvds;234.517;CCYC-2-0-D1A-R570
02/11/2004;nblts;29.172;CCYC-2-0-D1A-R570
02/11/2004;nblvs;10.552;CCYC-2-0-D1A-R570
02/11/2004;sucrt;12.084;CCYC-2-0-D1A-R570
25/02/2004;htvds;93.387;CCYC-2-0-D2A-R570
25/02/2004;nblts;12;CCYC-2-0-D2A-R570
25/02/2004;nblvs;10.097;CCYC-2-0-D2A-R570
01/03/2004;brixjt;7.426;CCYC-2-0-D2A-R570
01/03/2004;sucrt;2.731;CCYC-2-0-D2A-R570
24/03/2004;brixjt;9.502;CCYC-2-0-D2A-R570
24/03/2004;htvds;132.258;CCYC-2-0-D2A-R570
24/03/2004;nblts;14.742;CCYC-2-0-D2A-R570
24/03/2004;nblvs;10.097;CCYC-2-0-D2A-R570
24/03/2004;sucrt;4.354;CCYC-2-0-D2A-R570
19/04/2004;brixjt;12.102;CCYC-2-0-D2A-R570
19/04/2004;htvds;165.258;CCYC-2-0-D2A-R570
19/04/2004;nblts;18.065;CCYC-2-0-D2A-R570
19/04/2004;nblvs;10.774;CCYC-2-0-D2A-R570
19/04/2004;sucrt;6.386;CCYC-2-0-D2A-R570
01/06/2004;brixjt;14.813;CCYC-2-0-D2A-R570
01/06/2004;htvds;198.871;CCYC-2-0-D2A-R570
01/06/2004;nblts;20.806;CCYC-2-0-D2A-R570
01/06/2004;nblvs;10.097;CCYC-2-0-D2A-R570
01/06/2004;sucrt;8.505;CCYC-2-0-D2A-R570
25/07/2004;brixjt;16.867;CCYC-2-0-D2A-R570
25/07/2004;htvds;215.226;CCYC-2-0-D2A-R570
25/07/2004;nblts;22.839;CCYC-2-0-D2A-R570
25/07/2004;nblvs;9.452;CCYC-2-0-D2A-R570
25/07/2004;sucrt;10.111;CCYC-2-0-D2A-R570
08/09/2004;brixjt;19.383;CCYC-2-0-D2A-R570
08/09/2004;htvds;227.516;CCYC-2-0-D2A-R570
08/09/2004;nblts;24.548;CCYC-2-0-D2A-R570
08/09/2004;nblvs;9.548;CCYC-2-0-D2A-R570
08/09/2004;sucrt;12.077;CCYC-2-0-D2A-R570
02/11/2004;brixjt;18.712;CCYC-2-0-D2A-R570
02/11/2004;htvds;242.903;CCYC-2-0-D2A-R570
02/11/2004;nblts;27.806;CCYC-2-0-D2A-R570
02/11/2004;nblvs;10.871;CCYC-2-0-D2A-R570
02/11/2004;sucrt;11.553;CCYC-2-0-D2A-R570
25/02/2004;htvds;69.6;CCYC-2-0-D3A-R570
25/02/2004;nblts;10;CCYC-2-0-D3A-R570
25/02/2004;nblvs;9.6;CCYC-2-0-D3A-R570
24/03/2004;brixjt;8.418;CCYC-2-0-D3A-R570
24/03/2004;htvds;105.267;CCYC-2-0-D3A-R570
24/03/2004;nblts;12.867;CCYC-2-0-D3A-R570
24/03/2004;nblvs;9.7;CCYC-2-0-D3A-R570
24/03/2004;sucrt;3.506;CCYC-2-0-D3A-R570
19/04/2004;brixjt;11.386;CCYC-2-0-D3A-R570
19/04/2004;htvds;138.733;CCYC-2-0-D3A-R570
19/04/2004;nblts;16.067;CCYC-2-0-D3A-R570
19/04/2004;nblvs;10;CCYC-2-0-D3A-R570
19/04/2004;sucrt;5.826;CCYC-2-0-D3A-R570
01/06/2004;brixjt;13.538;CCYC-2-0-D3A-R570
01/06/2004;htvds;176.8;CCYC-2-0-D3A-R570
01/06/2004;nblts;18.867;CCYC-2-0-D3A-R570
01/06/2004;nblvs;9.433;CCYC-2-0-D3A-R570
01/06/2004;sucrt;7.508;CCYC-2-0-D3A-R570
25/07/2004;brixjt;16.29;CCYC-2-0-D3A-R570
25/07/2004;htvds;196.6;CCYC-2-0-D3A-R570
25/07/2004;nblts;21.167;CCYC-2-0-D3A-R570
25/07/2004;nblvs;9;CCYC-2-0-D3A-R570
25/07/2004;sucrt;9.66;CCYC-2-0-D3A-R570
08/09/2004;brixjt;18.62;CCYC-2-0-D3A-R570
08/09/2004;htvds;211.633;CCYC-2-0-D3A-R570
08/09/2004;nblts;22.9;CCYC-2-0-D3A-R570
08/09/2004;nblvs;9.333;CCYC-2-0-D3A-R570
08/09/2004;sucrt;11.481;CCYC-2-0-D3A-R570
02/11/2004;brixjt;18.654;CCYC-2-0-D3A-R570
02/11/2004;htvds;230.467;CCYC-2-0-D3A-R570
02/11/2004;nblts;26.133;CCYC-2-0-D3A-R570
02/11/2004;nblvs;10.767;CCYC-2-0-D3A-R570
02/11/2004;sucrt;11.507;CCYC-2-0-D3A-R570
25/02/2004;htvds;49;CCYC-2-0-D4A-R570
25/02/2004;nblts;7;CCYC-2-0-D4A-R570
25/02/2004;nblvs;7;CCYC-2-0-D4A-R570
24/03/2004;brixjt;7.377;CCYC-2-0-D4A-R570
24/03/2004;htvds;86.75;CCYC-2-0-D4A-R570
24/03/2004;nblts;10.438;CCYC-2-0-D4A-R570
24/03/2004;nblvs;9.438;CCYC-2-0-D4A-R570
24/03/2004;sucrt;2.693;CCYC-2-0-D4A-R570
19/04/2004;brixjt;9.547;CCYC-2-0-D4A-R570
19/04/2004;htvds;122.875;CCYC-2-0-D4A-R570
19/04/2004;nblts;14;CCYC-2-0-D4A-R570
19/04/2004;nblvs;10.25;CCYC-2-0-D4A-R570
19/04/2004;sucrt;4.389;CCYC-2-0-D4A-R570
01/06/2004;brixjt;12.576;CCYC-2-0-D4A-R570
01/06/2004;htvds;159.969;CCYC-2-0-D4A-R570
01/06/2004;nblts;16.875;CCYC-2-0-D4A-R570
01/06/2004;nblvs;9.688;CCYC-2-0-D4A-R570
01/06/2004;sucrt;6.756;CCYC-2-0-D4A-R570
25/07/2004;brixjt;15.715;CCYC-2-0-D4A-R570
25/07/2004;htvds;178.688;CCYC-2-0-D4A-R570
25/07/2004;nblts;19.094;CCYC-2-0-D4A-R570
25/07/2004;nblvs;8.844;CCYC-2-0-D4A-R570
25/07/2004;sucrt;9.21;CCYC-2-0-D4A-R570
08/09/2004;brixjt;16.57;CCYC-2-0-D4A-R570
08/09/2004;htvds;191.656;CCYC-2-0-D4A-R570
08/09/2004;nblts;21;CCYC-2-0-D4A-R570
08/09/2004;nblvs;9.156;CCYC-2-0-D4A-R570
08/09/2004;sucrt;9.879;CCYC-2-0-D4A-R570
02/11/2004;brixjt;18.177;CCYC-2-0-D4A-R570
02/11/2004;htvds;210.094;CCYC-2-0-D4A-R570
02/11/2004;nblts;24.875;CCYC-2-0-D4A-R570
02/11/2004;nblvs;10.75;CCYC-2-0-D4A-R570
02/11/2004;sucrt;11.134;CCYC-2-0-D4A-R570
14/01/1993;nbtv;0.68;CP02-0-0-AAA-R570
29/01/1993;nbtv;3.22;CP02-0-0-AAA-R570
28/02/1993;nbtv;3.73;CP02-0-0-AAA-R570
05/03/1993;nbtv;4.47;CP02-0-0-AAA-R570
08/03/1993;nblts;5.87;CP02-0-0-AAA-R570
08/03/1993;nblvs;5.87;CP02-0-0-AAA-R570
23/03/1993;nbtm;1.03;CP02-0-0-AAA-R570
23/03/1993;nbtv;8.07;CP02-0-0-AAA-R570
30/03/1993;htvds;21;CP02-0-0-AAA-R570
30/03/1993;nblts;8.5;CP02-0-0-AAA-R570
30/03/1993;nblvs;8.31;CP02-0-0-AAA-R570
30/03/1993;nbtm;1.63;CP02-0-0-AAA-R570
30/03/1993;nbtv;9.73;CP02-0-0-AAA-R570
15/04/1993;htvds;23.7;CP02-0-0-AAA-R570
15/04/1993;nblss;2.96;CP02-0-0-AAA-R570
15/04/1993;nblts;10.24;CP02-0-0-AAA-R570
15/04/1993;nblvs;9.83;CP02-0-0-AAA-R570
15/04/1993;nbtm;2.3;CP02-0-0-AAA-R570
15/04/1993;nbtv;11.18;CP02-0-0-AAA-R570
04/05/1993;htvds;30;CP02-0-0-AAA-R570
04/05/1993;nblss;2.02;CP02-0-0-AAA-R570
04/05/1993;nblts;12.35;CP02-0-0-AAA-R570
04/05/1993;nblvs;11.06;CP02-0-0-AAA-R570
04/05/1993;nbtm;2.7;CP02-0-0-AAA-R570
04/05/1993;nbtv;12.43;CP02-0-0-AAA-R570
19/05/1993;htvds;33.6;CP02-0-0-AAA-R570
19/05/1993;nblss;1.89;CP02-0-0-AAA-R570
19/05/1993;nblts;13.59;CP02-0-0-AAA-R570
19/05/1993;nblvs;11.65;CP02-0-0-AAA-R570
19/05/1993;nbtm;2.95;CP02-0-0-AAA-R570
19/05/1993;nbtv;12.48;CP02-0-0-AAA-R570
04/06/1993;htvds;37.6;CP02-0-0-AAA-R570
04/06/1993;nblss;1.88;CP02-0-0-AAA-R570
04/06/1993;nblts;14.76;CP02-0-0-AAA-R570
04/06/1993;nblvs;12.23;CP02-0-0-AAA-R570
04/06/1993;nbtm;2.97;CP02-0-0-AAA-R570
04/06/1993;nbtv;12.42;CP02-0-0-AAA-R570
18/06/1993;htvds;39.8;CP02-0-0-AAA-R570
18/06/1993;nblss;1.83;CP02-0-0-AAA-R570
18/06/1993;nblts;15.65;CP02-0-0-AAA-R570
18/06/1993;nblvs;12.12;CP02-0-0-AAA-R570
18/06/1993;nbtv;12.3;CP02-0-0-AAA-R570
06/07/1993;htvds;41.8;CP02-0-0-AAA-R570
06/07/1993;nblss;2.05;CP02-0-0-AAA-R570
06/07/1993;nblts;16.47;CP02-0-0-AAA-R570
06/07/1993;nblvs;11.82;CP02-0-0-AAA-R570
06/07/1993;nbtv;12;CP02-0-0-AAA-R570
20/07/1993;htvds;43.8;CP02-0-0-AAA-R570
20/07/1993;nblss;1.93;CP02-0-0-AAA-R570
20/07/1993;nblts;17.41;CP02-0-0-AAA-R570
20/07/1993;nblvs;11.88;CP02-0-0-AAA-R570
20/07/1993;nbtv;11.93;CP02-0-0-AAA-R570
03/08/1993;htvds;46.8;CP02-0-0-AAA-R570
03/08/1993;nblss;1.72;CP02-0-0-AAA-R570
03/08/1993;nblts;18.29;CP02-0-0-AAA-R570
03/08/1993;nblvs;11.88;CP02-0-0-AAA-R570
03/08/1993;nbtv;11.62;CP02-0-0-AAA-R570
10/09/1993;htvds;51.5;CP02-0-0-AAA-R570
10/09/1993;nblts;20.06;CP02-0-0-AAA-R570
10/09/1993;nblvs;12.12;CP02-0-0-AAA-R570
10/09/1993;nbtv;9.65;CP02-0-0-AAA-R570
13/10/1993;htvds;53.7;CP02-0-0-AAA-R570
13/10/1993;nblts;21.88;CP02-0-0-AAA-R570
13/10/1993;nblvs;10.23;CP02-0-0-AAA-R570
13/10/1993;nbtv;8.95;CP02-0-0-AAA-R570
16/11/1993;htvds;62.8;CP02-0-0-AAA-R570
16/11/1993;nblts;24.18;CP02-0-0-AAA-R570
16/11/1993;nblvs;10.18;CP02-0-0-AAA-R570
16/11/1993;nbtv;8.82;CP02-0-0-AAA-R570
16/12/1993;htvds;74.9;CP02-0-0-AAA-R570
16/12/1993;nblts;26.59;CP02-0-0-AAA-R570
16/12/1993;nblvs;11.41;CP02-0-0-AAA-R570
16/12/1993;nbtv;8.26;CP02-0-0-AAA-R570
26/01/1994;htvds;124.7;CP02-0-0-AAA-R570
26/01/1994;nblts;30.41;CP02-0-0-AAA-R570
26/01/1994;nblvs;11.53;CP02-0-0-AAA-R570
26/01/1994;nbtv;7.9;CP02-0-0-AAA-R570
14/03/1994;htvds;171.3;CP02-0-0-AAA-R570
14/03/1994;nblts;34.35;CP02-0-0-AAA-R570
14/03/1994;nblvs;9.76;CP02-0-0-AAA-R570
14/03/1994;nbtv;7.07;CP02-0-0-AAA-R570
08/04/1994;htvds;189.1;CP02-0-0-AAA-R570
08/04/1994;nblts;36.47;CP02-0-0-AAA-R570
08/04/1994;nblvs;9.76;CP02-0-0-AAA-R570
06/05/1994;htvds;214.3;CP02-0-0-AAA-R570
06/05/1994;nblts;39.13;CP02-0-0-AAA-R570
06/05/1994;nblvs;10.07;CP02-0-0-AAA-R570
24/08/1994;nbtm;0;CP02-1-0-AAA-R570
24/08/1994;nbtv;0.23;CP02-1-0-AAA-R570
14/09/1994;nbtm;0;CP02-1-0-AAA-R570
14/09/1994;nbtv;2.18;CP02-1-0-AAA-R570
07/10/1994;nbtm;0;CP02-1-0-AAA-R570
07/10/1994;nbtv;5.07;CP02-1-0-AAA-R570
24/10/1994;nbtm;0;CP02-1-0-AAA-R570
24/10/1994;nbtv;5.86;CP02-1-0-AAA-R570
28/10/1994;ei;0.09;CP02-1-0-AAA-R570
28/10/1994;lai;0.24;CP02-1-0-AAA-R570
02/12/1994;ei;0.22;CP02-1-0-AAA-R570
02/12/1994;htvds;20;CP02-1-0-AAA-R570
02/12/1994;lai;0.52;CP02-1-0-AAA-R570
02/12/1994;mftu;0;CP02-1-0-AAA-R570
